age,year_income,work_experience,credit_grade,percentage_rate,credit_percent_income,cb_person_default,cb_person_cred_hist_length,home_status_OTHER,home_status_OWN,home_status_RENT,credit_purpose_EDUCATION,credit_purpose_HOMEIMPROVEMENT,credit_purpose_MEDICAL,credit_purpose_PERSONAL,credit_purpose_VENTURE,credit_history_ratio
28,38000,5.0,6,7.51,0.22,0,7,0,0,0,0,0,0,0,1,0.7
25,19200,0.0,5,9.62,0.26,0,2,0,0,1,0,1,0,0,0,0.2857142857142857
21,42000,5.0,5,10.37,0.08,0,4,0,0,1,0,0,0,0,0,1.3333333333333333
30,106000,9.0,4,13.22,0.19,1,5,0,0,1,0,0,0,0,0,0.4166666666666667
24,16800,4.0,6,10.99,0.23,0,2,0,0,0,1,0,0,0,0,0.3333333333333333
22,46000,7.0,4,14.26,0.31,0,2,0,0,1,0,0,0,1,0,0.5
25,100000,2.0,6,6.17,0.15,0,4,0,1,0,0,1,0,0,0,0.5714285714285714
29,27919,4.0,5,10.99,0.18,0,10,0,0,1,0,0,0,0,1,0.9090909090909091
29,126000,5.0,3,16.02,0.06,0,5,0,0,0,0,0,0,0,1,0.45454545454545453
24,50000,3.0,2,17.14,0.24,0,4,0,0,1,1,0,0,0,0,0.6666666666666666
22,39000,1.0,3,10.99,0.19,1,4,0,0,1,0,0,0,0,1,1.0
35,90000,3.0,6,6.54,0.16,0,10,0,0,0,0,0,1,0,0,0.5882352941176471
23,24000,2.0,3,15.62,0.33,0,2,0,1,0,1,0,0,0,0,0.4
23,150000,8.0,5,9.76,0.16,0,4,0,0,0,0,0,0,0,0,0.8
27,78000,2.0,5,9.62,0.09,0,6,0,0,0,0,0,1,0,0,0.6666666666666666
27,36000,7.0,5,10.25,0.17,0,10,0,0,0,0,0,0,1,0,1.1111111111111112
22,31000,5.0,5,11.36,0.18,0,3,0,0,1,0,0,0,1,0,0.75
24,65000,1.0,6,5.42,0.06,0,2,0,0,1,0,0,1,0,0,0.3333333333333333
23,39975,0.0,4,10.99,0.19,1,2,0,0,1,0,0,0,1,0,0.4
23,51996,1.0,5,10.37,0.06,0,2,0,0,1,0,0,0,0,0,0.4
22,63000,5.0,6,5.99,0.15,0,4,0,0,1,1,0,0,0,0,1.0
31,59500,1.0,5,11.71,0.09,0,6,0,0,1,0,0,1,0,0,0.46153846153846156
36,110000,3.0,6,10.99,0.08,0,16,0,0,0,0,0,1,0,0,0.8888888888888888
31,57000,10.0,5,9.88,0.14,0,9,0,0,0,1,0,0,0,0,0.6923076923076923
22,50000,4.0,6,6.17,0.2,0,2,0,0,1,0,0,1,0,0,0.5
34,48000,3.0,6,6.62,0.16,0,7,0,0,0,0,0,0,1,0,0.4375
26,50000,9.0,6,10.99,0.2,0,3,0,0,0,0,0,0,0,0,0.375
23,34000,3.0,4,14.27,0.35,0,4,0,0,0,0,0,0,0,1,0.8
27,61200,4.0,5,11.12,0.09,0,6,0,0,0,0,1,0,0,0,0.6666666666666666
30,59000,0.0,6,7.51,0.17,0,8,0,0,0,0,0,1,0,0,0.6666666666666666
29,62000,4.0,3,14.84,0.05,0,7,0,0,0,0,0,0,1,0,0.6363636363636364
43,400000,5.0,5,9.91,0.07,0,11,0,0,0,0,0,0,0,1,0.44
37,72000,9.0,4,13.92,0.02,0,12,0,0,0,0,0,0,1,0,0.631578947368421
24,106800,8.0,4,13.06,0.15,1,4,0,0,0,0,0,0,1,0,0.6666666666666666
25,38400,2.0,6,7.29,0.26,0,2,0,0,0,0,0,0,0,0,0.2857142857142857
23,54000,7.0,5,9.62,0.03,0,4,0,0,1,1,0,0,0,0,0.8
31,20000,1.0,6,8.59,0.25,0,8,0,1,0,0,1,0,0,0,0.6153846153846154
28,108000,4.0,4,12.87,0.05,0,8,0,0,0,0,0,0,0,1,0.8
22,42000,2.0,4,14.27,0.17,0,2,0,0,1,1,0,0,0,0,0.5
30,70000,0.0,4,13.61,0.21,1,8,0,0,1,0,0,0,1,0,0.6666666666666666
27,60500,6.0,5,12.69,0.04,0,8,0,0,1,0,0,1,0,0,0.8888888888888888
24,50000,8.0,6,6.99,0.19,0,3,0,0,0,1,0,0,0,0,0.5
24,75000,1.0,6,8.94,0.03,0,4,0,0,0,1,0,0,0,0,0.6666666666666666
26,90000,1.0,5,9.91,0.08,0,2,0,0,1,0,0,0,0,0,0.25
26,22000,10.0,5,9.63,0.45,0,4,0,0,1,0,0,0,0,1,0.5
28,79200,6.0,6,7.66,0.13,0,10,0,0,1,0,0,1,0,0,1.0
22,65000,3.0,6,6.62,0.08,0,3,0,0,1,1,0,0,0,0,0.75
22,27000,3.0,5,10.74,0.4,0,3,0,1,0,0,0,0,0,1,0.75
37,64680,10.0,5,12.53,0.05,0,14,0,0,1,0,0,0,0,0,0.7368421052631579
24,79000,8.0,6,7.9,0.27,0,4,0,0,1,0,0,0,0,0,0.6666666666666666
32,45000,1.0,6,7.88,0.11,0,10,0,0,1,0,0,0,1,0,0.7142857142857143
33,94000,4.0,6,10.99,0.08,0,6,0,0,1,0,0,0,0,1,0.4
24,36100,3.0,5,11.26,0.23,0,4,0,0,1,1,0,0,0,0,0.6666666666666666
25,67200,9.0,4,13.8,0.07,1,2,0,0,0,0,0,1,0,0,0.2857142857142857
22,24744,5.0,5,11.89,0.2,0,2,0,1,0,0,0,0,0,1,0.5
26,145000,3.0,4,12.87,0.13,1,3,0,0,1,1,0,0,0,0,0.375
25,36852,1.0,5,12.42,0.16,0,2,0,0,1,1,0,0,0,0,0.2857142857142857
22,81500,6.0,6,6.54,0.25,0,2,0,0,0,0,0,0,1,0,0.5
29,55992,2.0,5,10.99,0.09,0,10,0,0,0,0,0,0,1,0,0.9090909090909091
27,63000,12.0,4,14.65,0.25,0,5,0,0,0,0,0,0,0,0,0.5555555555555556
25,72000,7.0,5,12.42,0.21,0,3,0,0,1,0,0,0,0,0,0.42857142857142855
25,90000,9.0,6,7.51,0.09,0,3,0,0,0,0,0,0,0,1,0.42857142857142855
23,38000,1.0,3,10.99,0.11,0,4,0,0,1,0,0,1,0,0,0.8
22,29000,4.0,6,7.29,0.03,0,4,0,0,1,0,0,0,0,1,1.0
24,60000,3.0,4,14.26,0.37,1,2,0,0,1,0,0,0,0,1,0.3333333333333333
24,113676,8.0,6,6.99,0.06,0,2,0,0,0,1,0,0,0,0,0.3333333333333333
26,40000,3.0,4,14.27,0.24,0,4,0,0,1,0,0,0,0,1,0.5
27,80000,4.0,5,11.12,0.3,0,10,0,0,0,0,0,0,0,0,1.1111111111111112
27,65000,12.0,4,13.99,0.08,1,9,0,0,1,0,0,0,0,0,1.0
23,51000,0.0,6,7.14,0.02,0,2,0,0,1,0,0,0,0,0,0.4
23,18000,2.0,4,10.99,0.47,1,3,0,0,1,0,1,0,0,0,0.6
38,118000,12.0,5,10.59,0.1,0,16,0,0,0,0,0,0,1,0,0.8
26,34000,8.0,3,16.89,0.15,0,4,0,0,1,0,0,1,0,0,0.5
26,70000,11.0,4,14.27,0.29,1,4,0,0,0,0,1,0,0,0,0.5
22,122000,6.0,6,6.92,0.05,0,2,0,0,0,0,0,1,0,0,0.5
23,56000,2.0,5,10.75,0.21,0,3,0,0,1,0,0,0,1,0,0.6
26,64000,0.0,2,16.4,0.16,0,3,0,0,1,0,0,0,0,1,0.375
34,62000,1.0,6,7.49,0.1,0,9,0,0,1,0,1,0,0,0,0.5625
28,190000,7.0,5,10.99,0.13,0,8,0,0,0,1,0,0,0,0,0.8
28,60000,12.0,5,10.99,0.1,0,5,0,0,0,0,0,0,1,0,0.5
21,30297,5.0,4,13.22,0.25,1,4,0,0,0,0,1,0,0,0,1.3333333333333333
38,100000,0.0,4,13.23,0.14,1,14,0,0,1,0,0,0,0,0,0.7
22,25000,4.0,5,10.74,0.32,0,4,0,0,1,0,0,0,0,1,1.0
26,52000,10.0,6,8.9,0.19,0,3,0,1,0,0,0,0,1,0,0.375
29,77800,2.0,5,12.42,0.12,0,6,0,0,1,0,0,0,0,1,0.5454545454545454
23,58000,1.0,5,12.42,0.22,0,4,0,0,1,1,0,0,0,0,0.8
31,27600,16.0,6,6.54,0.47,0,9,0,0,1,0,0,0,0,0,0.6923076923076923
24,100000,8.0,5,11.48,0.13,0,4,0,0,0,0,0,0,0,0,0.6666666666666666
30,150000,2.0,5,12.62,0.14,0,9,0,0,1,0,0,0,0,1,0.75
27,130000,5.0,6,5.79,0.12,0,7,0,0,0,0,1,0,0,0,0.7777777777777778
22,29000,7.0,5,10.99,0.31,0,2,0,0,1,0,0,1,0,0,0.5
26,65000,9.0,6,6.99,0.32,0,2,0,0,0,1,0,0,0,0,0.25
25,34000,10.0,5,8.88,0.59,0,4,0,0,1,0,1,0,0,0,0.5714285714285714
29,56000,8.0,6,7.88,0.23,0,5,0,0,0,0,0,0,0,1,0.45454545454545453
29,75000,2.0,6,8.49,0.08,0,6,0,0,1,0,0,1,0,0,0.5454545454545454
29,40000,13.0,6,5.99,0.04,0,9,0,0,0,0,0,0,0,1,0.8181818181818182
21,44000,2.0,6,10.99,0.27,0,2,0,0,0,0,0,0,0,0,0.6666666666666666
29,72000,3.0,2,18.79,0.06,0,6,0,0,1,0,1,0,0,0,0.5454545454545454
25,72500,2.0,5,10.59,0.12,0,2,0,0,1,0,1,0,0,0,0.2857142857142857
34,300000,18.0,5,10.74,0.05,0,9,0,0,0,0,0,0,0,0,0.5625
24,50000,7.0,3,16.89,0.22,0,3,0,0,0,0,0,0,0,1,0.5
24,44000,4.0,5,10.99,0.25,0,4,0,0,0,0,0,0,1,0,0.6666666666666666
31,65000,2.0,6,6.99,0.12,0,9,0,0,1,0,0,1,0,0,0.6923076923076923
26,110000,2.0,3,14.84,0.04,0,4,0,0,0,0,0,0,0,1,0.5
23,45996,7.0,4,13.16,0.22,0,3,0,1,0,1,0,0,0,0,0.6
28,27600,3.0,4,13.57,0.11,0,10,0,0,1,0,0,0,0,1,1.0
22,36500,0.0,6,6.54,0.51,0,3,0,0,1,0,0,0,0,1,0.75
28,50000,4.0,4,10.99,0.2,1,7,0,0,1,1,0,0,0,0,0.7
43,48000,2.0,6,5.99,0.22,0,17,0,0,0,0,0,0,0,1,0.68
21,45000,5.0,6,9.38,0.13,0,4,0,0,1,0,0,1,0,0,1.3333333333333333
48,29004,6.0,6,7.51,0.05,0,15,0,0,1,0,0,1,0,0,0.5
29,50004,1.0,4,13.11,0.03,1,6,0,0,0,0,1,0,0,0,0.5454545454545454
35,21600,0.0,4,14.35,0.14,0,9,0,0,1,0,0,0,0,0,0.5294117647058824
29,45000,13.0,5,11.49,0.33,0,8,0,1,0,0,0,0,0,1,0.7272727272727273
23,55000,7.0,6,5.42,0.07,0,3,0,0,0,0,0,0,0,0,0.6
28,225000,12.0,5,11.12,0.03,0,7,0,0,0,0,0,0,0,0,0.7
35,165000,3.0,5,11.49,0.05,0,8,0,0,0,0,0,0,0,1,0.47058823529411764
23,53664,1.0,5,12.21,0.17,0,4,0,0,1,0,0,0,0,0,0.8
23,30000,1.0,6,10.99,0.28,0,3,0,0,1,1,0,0,0,0,0.6
23,54000,5.0,3,17.58,0.25,1,2,0,0,1,0,0,0,0,1,0.4
24,60000,4.0,6,7.9,0.2,0,3,0,0,0,0,0,0,0,1,0.5
28,71400,5.0,5,11.12,0.06,0,8,0,0,1,0,0,1,0,0,0.8
24,60000,4.0,6,6.54,0.08,0,4,0,0,1,0,1,0,0,0,0.6666666666666666
25,90000,7.0,6,7.14,0.07,0,3,0,0,0,0,0,0,1,0,0.42857142857142855
23,80000,3.0,5,11.99,0.26,0,3,0,0,1,0,0,1,0,0,0.6
25,48000,0.0,4,13.47,0.06,1,4,0,0,1,1,0,0,0,0,0.5714285714285714
31,72000,6.0,6,10.99,0.22,0,7,0,1,0,1,0,0,0,0,0.5384615384615384
37,244800,20.0,2,18.39,0.12,0,14,0,0,0,0,0,1,0,0,0.7368421052631579
21,60000,5.0,6,10.99,0.1,0,4,0,0,1,0,0,1,0,0,1.3333333333333333
36,31200,0.0,6,6.91,0.32,0,15,0,0,1,1,0,0,0,0,0.8333333333333334
22,30000,1.0,6,6.62,0.37,0,4,0,0,1,0,0,0,1,0,1.0
22,62000,6.0,6,6.03,0.24,0,2,0,0,0,1,0,0,0,0,0.5
32,40000,2.0,4,13.79,0.1,0,6,0,0,1,0,0,1,0,0,0.42857142857142855
21,61000,3.0,5,10.39,0.12,0,2,0,0,1,1,0,0,0,0,0.6666666666666666
23,96000,2.0,6,7.49,0.13,0,4,0,0,0,0,0,1,0,0,0.8
22,56400,6.0,2,16.4,0.44,0,3,0,0,0,0,0,0,1,0,0.75
45,56000,8.0,3,16.29,0.13,1,12,0,0,0,0,0,0,0,0,0.4444444444444444
23,18600,2.0,5,9.99,0.09,0,3,0,0,1,0,0,0,0,0,0.6
25,57000,0.0,4,13.85,0.26,0,4,0,0,1,1,0,0,0,0,0.5714285714285714
35,93000,0.0,5,9.99,0.13,0,5,0,0,1,1,0,0,0,0,0.29411764705882354
23,74758,3.0,5,10.37,0.15,0,3,0,0,0,0,0,0,0,0,0.6
26,47000,1.0,6,7.14,0.11,0,4,0,0,1,1,0,0,0,0,0.5
27,84780,5.0,6,7.51,0.21,0,10,0,0,0,0,0,0,0,1,1.1111111111111112
24,50400,8.0,6,10.99,0.03,0,4,0,0,1,0,0,0,0,0,0.6666666666666666
26,43000,1.0,4,12.87,0.19,1,3,0,0,1,0,0,1,0,0,0.375
35,87000,6.0,5,10.99,0.17,0,7,0,0,1,0,0,0,0,1,0.4117647058823529
26,120000,4.0,5,12.69,0.21,0,2,0,0,0,0,0,0,0,1,0.25
29,48880,3.0,5,10.65,0.29,0,9,0,0,1,0,0,0,1,0,0.8181818181818182
53,60000,0.0,6,8.9,0.07,0,29,0,0,1,0,0,1,0,0,0.8285714285714286
27,39996,1.0,5,12.53,0.2,0,6,0,1,0,0,0,0,0,1,0.6666666666666666
27,70000,3.0,6,7.51,0.07,0,10,0,0,0,0,1,0,0,0,1.1111111111111112
22,45000,6.0,6,7.88,0.22,0,4,0,0,0,1,0,0,0,0,1.0
34,60353,13.0,5,10.65,0.14,0,8,0,0,1,0,0,0,1,0,0.5
33,50000,0.0,6,6.54,0.41,0,7,0,0,1,0,1,0,0,0,0.4666666666666667
42,70000,19.0,6,6.99,0.15,0,12,0,0,0,0,0,0,0,1,0.5
29,12000,1.0,3,15.05,0.38,0,9,0,0,1,1,0,0,0,0,0.8181818181818182
31,80004,9.0,4,12.61,0.04,0,10,0,0,0,0,0,1,0,0,0.7692307692307693
23,91000,3.0,5,10.99,0.13,0,4,0,0,0,1,0,0,0,0,0.8
27,70000,11.0,6,5.42,0.04,0,7,0,0,0,0,0,0,1,0,0.7777777777777778
25,72500,3.0,3,15.28,0.22,1,4,0,0,0,0,0,0,0,1,0.5714285714285714
24,30000,8.0,5,11.99,0.57,0,3,0,0,0,0,0,0,0,0,0.5
25,49244,3.0,6,8.0,0.16,0,3,0,0,1,1,0,0,0,0,0.42857142857142855
31,106000,15.0,5,9.63,0.02,0,5,0,0,0,0,0,0,0,0,0.38461538461538464
25,122000,9.0,4,13.23,0.16,0,4,0,0,0,0,0,0,1,0,0.5714285714285714
29,30000,4.0,6,7.51,0.17,0,8,0,0,0,0,1,0,0,0,0.7272727272727273
22,33600,1.0,3,18.25,0.15,0,2,0,1,0,0,0,0,0,0,0.5
44,48000,0.0,4,13.43,0.1,0,17,0,0,1,0,0,1,0,0,0.6538461538461539
30,49000,2.0,4,13.49,0.33,0,7,0,0,0,0,0,0,1,0,0.5833333333333334
45,60000,4.0,5,9.99,0.42,0,16,0,0,1,0,0,0,0,0,0.5925925925925926
26,38400,0.0,6,8.9,0.31,0,4,0,0,1,1,0,0,0,0,0.5
33,42597,5.0,5,10.37,0.21,0,5,0,0,1,0,0,0,0,1,0.3333333333333333
37,60000,1.0,3,15.99,0.17,1,14,0,0,1,0,0,0,0,1,0.7368421052631579
24,30000,0.0,2,19.29,0.33,0,3,0,0,1,0,0,0,1,0,0.5
24,35000,1.0,6,6.54,0.34,0,2,0,0,1,0,0,0,0,1,0.3333333333333333
23,16080,4.0,3,16.29,0.19,1,2,0,0,1,0,0,0,0,0,0.4
26,145000,1.0,5,10.99,0.07,0,3,0,0,1,0,1,0,0,0,0.375
25,130000,9.0,4,13.16,0.16,0,3,0,0,0,0,0,0,0,1,0.42857142857142855
25,60000,2.0,5,12.21,0.17,0,3,0,0,0,0,0,0,1,0,0.42857142857142855
21,101004,2.0,5,10.25,0.14,0,2,0,0,0,0,0,0,0,0,0.6666666666666666
28,123000,3.0,4,13.85,0.12,1,9,0,0,0,0,0,0,0,0,0.9
23,44004,3.0,3,14.09,0.05,1,4,0,0,1,1,0,0,0,0,0.8
24,56400,4.0,3,14.96,0.14,1,2,0,0,1,0,0,1,0,0,0.3333333333333333
24,30000,1.0,5,10.74,0.41,0,2,0,0,1,1,0,0,0,0,0.3333333333333333
25,63000,2.0,5,9.99,0.32,0,2,0,0,0,0,1,0,0,0,0.2857142857142857
25,201000,9.0,6,7.66,0.07,0,4,0,0,0,0,0,0,0,0,0.5714285714285714
33,80000,10.0,6,8.49,0.07,0,6,0,0,1,0,0,0,0,0,0.4
24,55000,0.0,5,8.88,0.06,0,4,0,0,1,0,0,0,0,0,0.6666666666666666
40,48000,1.0,5,10.08,0.13,0,13,0,0,1,0,0,0,0,1,0.5909090909090909
48,30000,21.0,5,12.42,0.07,0,14,0,0,0,0,1,0,0,0,0.4666666666666667
24,72000,8.0,6,7.88,0.17,0,4,0,0,1,0,0,1,0,0,0.6666666666666666
28,41000,10.0,4,14.79,0.04,1,6,0,0,1,0,0,0,0,0,0.6
22,120000,3.0,4,13.22,0.08,1,4,0,0,0,0,0,1,0,0,1.0
23,100000,0.0,6,5.79,0.17,0,4,0,0,0,0,0,1,0,0,0.8
21,32868,2.0,4,13.61,0.08,1,3,0,1,0,0,0,0,0,1,1.0
30,232050,14.0,2,17.93,0.09,1,9,0,0,0,0,0,1,0,0,0.75
23,74000,5.0,3,10.99,0.35,0,2,0,0,0,0,0,0,0,0,0.4
25,48500,1.0,2,15.57,0.4,0,3,1,0,0,0,0,0,1,0,0.42857142857142855
26,37500,1.0,6,8.94,0.27,0,3,0,0,1,0,0,0,0,0,0.375
22,35400,6.0,6,6.03,0.23,0,2,0,1,0,1,0,0,0,0,0.5
26,35000,10.0,6,7.51,0.17,0,4,0,0,0,0,0,0,0,1,0.5
24,50000,5.0,3,16.29,0.3,0,4,0,1,0,0,0,0,0,0,0.6666666666666666
52,54833,14.0,6,7.49,0.36,0,25,0,0,1,0,1,0,0,0,0.7352941176470589
21,31000,5.0,6,7.51,0.19,0,4,0,0,0,0,0,0,1,0,1.3333333333333333
38,60000,2.0,4,13.85,0.4,0,16,0,0,1,0,0,0,1,0,0.8
21,60000,2.0,6,8.49,0.08,0,4,0,0,1,0,0,1,0,0,1.3333333333333333
33,42000,0.0,4,14.65,0.05,0,10,0,0,1,0,0,0,0,0,0.6666666666666666
26,130000,2.0,6,7.9,0.14,0,2,0,0,0,0,0,1,0,0,0.25
22,65000,6.0,6,6.99,0.12,0,3,0,0,0,0,0,0,0,0,0.75
29,27000,2.0,5,9.63,0.1,0,6,0,0,1,1,0,0,0,0,0.5454545454545454
21,28800,0.0,6,7.49,0.17,0,3,0,0,0,0,0,0,0,0,1.0
27,35000,3.0,5,11.11,0.17,0,6,0,0,1,0,0,0,1,0,0.6666666666666666
46,170000,13.0,5,9.91,0.04,0,12,0,0,0,0,1,0,0,0,0.42857142857142855
24,95004,8.0,6,5.79,0.17,0,4,0,0,0,0,0,0,0,1,0.6666666666666666
28,72000,5.0,6,6.92,0.17,0,7,0,0,0,0,1,0,0,0,0.7
29,21424,1.0,6,7.51,0.36,0,10,0,0,0,1,0,0,0,0,0.9090909090909091
23,64000,7.0,3,12.92,0.16,1,2,0,0,1,1,0,0,0,0,0.4
31,30000,0.0,3,15.21,0.18,1,7,0,0,1,0,1,0,0,0,0.5384615384615384
30,30000,6.0,5,9.91,0.33,0,10,0,0,0,1,0,0,0,0,0.8333333333333334
35,72000,4.0,5,10.59,0.21,0,6,0,0,0,0,0,1,0,0,0.35294117647058826
25,67200,3.0,4,13.49,0.18,1,4,0,0,1,0,1,0,0,0,0.5714285714285714
33,140000,2.0,6,6.76,0.04,0,6,0,0,0,0,1,0,0,0,0.4
22,38000,0.0,5,11.36,0.05,0,3,0,0,1,1,0,0,0,0,0.75
24,38112,2.0,6,7.68,0.18,0,3,0,0,1,0,0,0,1,0,0.5
28,36000,8.0,5,11.11,0.16,0,5,0,0,1,0,0,0,1,0,0.5
21,56400,5.0,6,6.54,0.09,0,2,0,1,0,0,0,0,0,1,0.6666666666666666
24,69000,1.0,5,10.96,0.07,0,2,0,0,0,1,0,0,0,0,0.3333333333333333
25,42000,2.0,6,5.79,0.07,0,4,0,0,1,1,0,0,0,0,0.5714285714285714
29,60000,11.0,4,11.97,0.17,0,5,0,0,1,1,0,0,0,0,0.45454545454545453
25,30996,9.0,6,6.92,0.15,0,3,0,0,1,0,0,0,0,1,0.42857142857142855
26,36000,4.0,6,10.99,0.31,0,3,0,0,1,0,0,1,0,0,0.375
22,52500,6.0,4,15.23,0.15,0,3,0,0,0,0,0,0,0,0,0.75
22,30000,2.0,5,11.11,0.27,0,3,0,0,1,0,0,0,0,0,0.75
21,12000,5.0,2,15.68,0.27,1,2,0,0,0,0,0,0,0,0,0.6666666666666666
26,25000,1.0,5,9.88,0.2,0,3,0,1,0,1,0,0,0,0,0.375
24,25200,6.0,6,7.49,0.24,0,2,0,0,1,0,0,1,0,0,0.3333333333333333
25,75000,9.0,5,10.36,0.33,0,2,0,0,1,0,0,0,0,0,0.2857142857142857
23,44000,7.0,4,13.11,0.22,0,2,0,0,1,0,0,1,0,0,0.4
39,18996,5.0,6,7.88,0.11,0,12,0,0,1,1,0,0,0,0,0.5714285714285714
22,54000,2.0,3,14.96,0.13,1,2,0,0,1,0,0,1,0,0,0.5
23,40000,3.0,4,15.96,0.09,1,4,0,0,1,0,0,0,0,0,0.8
23,58200,2.0,5,10.99,0.22,0,3,0,0,0,0,0,0,1,0,0.6
24,60000,8.0,6,7.9,0.3,0,3,0,0,0,0,0,0,1,0,0.5
38,72000,2.0,5,12.21,0.11,0,14,0,0,0,0,0,0,1,0,0.7
25,80000,4.0,6,6.62,0.14,0,3,0,0,0,0,0,0,1,0,0.42857142857142855
31,78000,9.0,6,5.79,0.06,0,10,0,0,0,0,1,0,0,0,0.7692307692307693
26,43000,4.0,6,8.9,0.05,0,3,0,0,1,0,0,0,1,0,0.375
30,22800,4.0,6,7.51,0.31,0,8,0,1,0,0,0,0,0,1,0.6666666666666666
24,95000,4.0,4,15.23,0.11,1,3,0,1,0,0,1,0,0,0,0.5
24,58033,4.0,5,10.62,0.14,0,2,0,0,1,0,0,0,0,1,0.3333333333333333
34,61000,7.0,6,5.42,0.08,0,6,0,1,0,0,0,0,0,1,0.375
29,105000,4.0,6,5.99,0.03,0,6,0,0,0,0,1,0,0,0,0.5454545454545454
28,78000,0.0,6,7.9,0.25,0,9,0,0,0,0,1,0,0,0,0.9
29,55000,1.0,6,7.9,0.23,0,6,0,0,0,0,0,0,0,1,0.5454545454545454
22,48000,1.0,5,9.62,0.15,0,4,0,0,1,0,0,1,0,0,1.0
28,100000,12.0,5,10.99,0.12,0,8,0,0,0,0,0,0,0,0,0.8
36,132000,3.0,6,7.51,0.08,0,13,0,0,1,0,1,0,0,0,0.7222222222222222
60,150000,1.0,6,5.79,0.07,0,18,0,0,0,0,0,0,1,0,0.42857142857142855
30,45000,6.0,6,7.9,0.17,0,5,0,0,0,0,1,0,0,0,0.4166666666666667
23,60000,2.0,5,12.69,0.2,0,2,0,0,1,0,0,0,0,0,0.4
34,40000,18.0,5,11.36,0.2,0,10,0,1,0,0,0,1,0,0,0.625
32,48000,8.0,6,5.42,0.11,0,5,0,0,0,0,0,0,0,0,0.35714285714285715
25,29000,2.0,4,12.84,0.09,1,4,0,0,1,0,0,1,0,0,0.5714285714285714
22,64000,6.0,5,10.38,0.11,0,4,0,0,0,0,0,1,0,0,1.0
22,62000,2.0,3,13.87,0.12,0,3,0,0,0,1,0,0,0,0,0.75
28,40000,12.0,6,5.42,0.28,0,9,0,0,0,0,1,0,0,0,0.9
23,48000,8.0,5,10.37,0.08,0,3,0,0,1,0,0,0,1,0,0.6
36,20112,4.0,6,5.99,0.19,0,12,0,0,0,0,0,1,0,0,0.6666666666666666
23,29856,0.0,6,8.94,0.34,0,4,0,0,1,0,0,0,1,0,0.8
23,112404,1.0,4,13.23,0.05,1,2,0,0,0,0,0,0,0,0,0.4
24,78000,0.0,5,10.99,0.19,0,2,0,0,0,0,0,0,1,0,0.3333333333333333
25,74000,1.0,6,8.49,0.22,0,3,0,1,0,0,0,1,0,0,0.42857142857142855
26,52000,0.0,5,11.89,0.07,0,2,0,0,0,1,0,0,0,0,0.25
24,43896,8.0,5,10.99,0.55,0,2,0,0,1,0,1,0,0,0,0.3333333333333333
26,96500,4.0,6,7.51,0.19,0,4,0,0,0,0,0,0,0,1,0.5
22,49500,0.0,4,14.35,0.18,1,4,0,0,1,0,0,0,1,0,1.0
22,36000,3.0,5,12.53,0.17,0,2,0,0,0,0,0,1,0,0,0.5
26,120640,0.0,4,14.22,0.08,0,4,0,0,1,1,0,0,0,0,0.5
23,75000,1.0,6,6.03,0.08,0,4,0,0,1,0,0,0,1,0,0.8
27,39000,1.0,5,10.08,0.23,0,8,0,0,1,0,0,1,0,0,0.8888888888888888
31,180000,15.0,5,11.71,0.06,0,7,0,1,0,1,0,0,0,0,0.5384615384615384
28,65025,4.0,2,16.35,0.14,1,8,0,0,1,0,0,1,0,0,0.8
21,30000,5.0,6,5.79,0.4,0,2,0,0,1,1,0,0,0,0,0.6666666666666666
23,55000,7.0,5,10.99,0.11,0,2,0,0,1,1,0,0,0,0,0.4
29,28000,2.0,3,16.07,0.18,0,8,0,0,1,0,0,1,0,0,0.7272727272727273
26,60000,0.0,6,7.9,0.4,0,2,0,0,1,0,0,0,0,1,0.25
23,74800,1.0,2,17.04,0.23,1,3,0,0,1,0,0,1,0,0,0.6
49,50000,4.0,6,9.07,0.2,0,15,0,0,0,0,0,0,0,0,0.4838709677419355
37,25000,0.0,3,15.65,0.11,1,14,0,0,1,0,0,0,0,1,0.7368421052631579
35,115000,2.0,6,10.99,0.12,0,5,0,0,1,0,0,1,0,0,0.29411764705882354
22,34800,4.0,5,10.74,0.11,0,3,0,0,1,0,0,0,0,0,0.75
27,52000,2.0,4,11.34,0.21,0,9,0,0,1,0,0,0,1,0,1.0
30,219300,7.0,2,19.69,0.14,0,9,0,0,0,0,0,1,0,0,0.75
22,38004,7.0,3,17.27,0.09,0,4,0,0,0,0,0,0,0,0,1.0
22,60000,0.0,6,8.49,0.22,0,3,0,0,1,0,0,0,1,0,0.75
31,90000,8.0,5,11.11,0.2,0,10,0,0,0,0,1,0,0,0,0.7692307692307693
23,37000,4.0,6,10.99,0.17,0,4,0,0,1,0,0,0,0,0,0.8
24,65450,7.0,6,8.49,0.15,0,2,0,0,1,0,0,0,0,0,0.3333333333333333
30,56400,1.0,5,11.49,0.12,0,9,0,0,1,0,0,0,0,0,0.75
25,40000,1.0,5,11.89,0.16,0,4,0,0,1,0,0,0,0,0,0.5714285714285714
23,24290,0.0,6,7.51,0.14,0,4,0,0,1,0,0,1,0,0,0.8
24,54000,8.0,3,14.42,0.03,1,4,0,0,0,0,0,0,1,0,0.6666666666666666
25,44000,1.0,5,12.69,0.14,0,4,0,0,1,1,0,0,0,0,0.5714285714285714
30,100800,5.0,5,12.42,0.22,0,7,0,0,0,0,0,0,0,1,0.5833333333333334
